-173.37569	NaN	17297	16186	0.48584	0.40989	
-170.97537	NaN	17299	16185	0.49398	0.40582	
-168.57510	NaN	17293	16188	0.47109	0.41803	
-166.17546	NaN	17287	16192	0.44565	0.43329	
-163.77478	NaN	17282	16200	0.42378	0.46940	
-161.37613	NaN	17283	16210	0.43039	0.51010	
-158.97491	NaN	17291	16219	0.46040	0.54418	
-156.57625	NaN	17297	16218	0.48685	0.54011	
-154.17548	NaN	17308	16218	0.53060	0.54214	
-151.77589	NaN	17309	16216	0.53264	0.53095	
-149.37561	NaN	17309	16208	0.53314	0.49992	
-146.97504	NaN	17304	16206	0.51280	0.49026	
-144.57491	NaN	17299	16208	0.49448	0.50094	
-142.17506	NaN	17292	16202	0.46447	0.47551	
-139.77473	NaN	17291	16208	0.46091	0.49891	
-137.37479	NaN	17291	16211	0.45939	0.51264	
-134.97499	NaN	17293	16218	0.47109	0.53960	
-132.57492	NaN	17302	16222	0.50466	0.55842	
-130.17583	NaN	17317	16225	0.56621	0.56860	
-127.77527	NaN	17326	16218	0.60487	0.54164	
-125.37581	NaN	17332	16209	0.62623	0.50349	
-122.97544	NaN	17335	16202	0.63844	0.47500	
-120.57542	NaN	17336	16195	0.64556	0.44906	
-118.17556	NaN	17328	16191	0.60996	0.43227	
-115.77573	NaN	17321	16187	0.58350	0.41447	
-113.37541	NaN	17314	16187	0.55654	0.41599	
-110.97527	NaN	17308	16192	0.52958	0.43329	
-108.57458	NaN	17314	16195	0.55654	0.44804	
-106.17510	NaN	17318	16200	0.57231	0.46788	
-103.77499	NaN	17328	16200	0.60996	0.46584	
-101.37492	NaN	17326	16195	0.60283	0.44855	
-98.97511	NaN	17333	16193	0.63081	0.43837	
-96.57561	NaN	17337	16187	0.64912	0.41497	
-94.17552	NaN	17333	16180	0.63386	0.38801	
-91.77534	NaN	17327	16180	0.60690	0.38598	
-89.37596	NaN	17319	16186	0.57587	0.40989	
-86.97526	NaN	17310	16185	0.53721	0.40582	
-84.57546	NaN	17303	16187	0.50975	0.41447	
-82.17549	NaN	17298	16186	0.49092	0.41141	
-79.77553	NaN	17295	16185	0.47668	0.40785	
-77.37504	NaN	17298	16185	0.48838	0.40480	
-74.97497	NaN	17301	16181	0.50110	0.39107	
-72.57475	NaN	17309	16185	0.53569	0.40785	
-70.17513	NaN	17308	16180	0.53111	0.38751	
-67.77509	NaN	17310	16179	0.53925	0.38089	
-65.37519	NaN	17304	16177	0.51534	0.37428	
-62.97522	NaN	17301	16186	0.50059	0.41141	
-60.57573	NaN	17294	16196	0.47159	0.45313	
-58.17549	NaN	17289	16205	0.45125	0.48670	
-55.77547	NaN	17291	16212	0.46193	0.51620	
-53.37523	NaN	17293	16212	0.46803	0.51773	
-50.97554	NaN	17298	16208	0.49042	0.50196	
-48.57526	NaN	17299	16205	0.49499	0.48873	
-46.17512	NaN	17297	16197	0.48736	0.45516	
-43.77560	NaN	17298	16194	0.48787	0.44499	
-41.37521	NaN	17296	16194	0.48329	0.44397	
-38.97511	NaN	17290	16196	0.45888	0.45007	
-36.57493	NaN	17288	16199	0.44921	0.46381	
-34.17527	NaN	17287	16202	0.44362	0.47652	
-31.77526	NaN	17288	16207	0.44718	0.49535	
-29.37585	NaN	17288	16207	0.44972	0.49687	
-26.97487	NaN	17293	16209	0.46752	0.50399	
-24.57555	NaN	17303	16204	0.50924	0.48212	
-22.17559	NaN	17310	16201	0.53976	0.47144	
-19.77510	NaN	17316	16189	0.56417	0.42413	
-17.37555	NaN	17314	16186	0.55553	0.40938	
-14.97492	NaN	17310	16180	0.53721	0.38547	
-12.57571	NaN	17302	16181	0.50415	0.39056	
-10.17529	NaN	17301	16187	0.50313	0.41447	
-7.77532	NaN	17291	16188	0.46295	0.41955	
-5.37549	NaN	17288	16191	0.45074	0.43074	
-2.97549	NaN	17293	16189	0.46956	0.42413	
-0.57452	NaN	17295	16185	0.47719	0.40734	
1.82449	NaN	17301	16184	0.50110	0.40378	
4.22477	NaN	17306	16183	0.52246	0.39717	
6.62508	NaN	17304	16179	0.51585	0.38089	
9.02488	NaN	17305	16177	0.51890	0.37530	
11.42482	NaN	17302	16181	0.50415	0.39107	
13.82479	NaN	17294	16190	0.47210	0.42667	
16.22480	NaN	17290	16202	0.45735	0.47754	
18.62469	NaN	17287	16211	0.44514	0.51112	
