-173.55154	NaN	17010	15738	-0.60426	-0.65869	
-171.14948	NaN	16990	15711	-0.68870	-0.77111	
-168.75023	NaN	16972	15688	-0.76042	-0.86419	
-166.34964	NaN	17028	15746	-0.53203	-0.62562	
-163.94969	NaN	17019	15736	-0.56916	-0.66784	
-161.54964	NaN	17028	15756	-0.53101	-0.58442	
-159.14928	NaN	16994	15730	-0.66886	-0.69124	
-156.75024	NaN	16975	15720	-0.74822	-0.73295	
-154.34976	NaN	17005	15747	-0.62512	-0.62257	
-151.95135	NaN	16999	15745	-0.65157	-0.63224	
-149.54913	NaN	16962	15699	-0.79908	-0.81740	
-147.15105	NaN	16965	15683	-0.78891	-0.88352	
-144.74835	NaN	16936	15649	-0.90540	-1.02138	
-142.35115	NaN	17019	15718	-0.56713	-0.74262	
-139.94891	NaN	17005	15702	-0.62562	-0.80570	
-137.55042	NaN	16983	15683	-0.71566	-0.88302	
-135.14867	NaN	17023	15730	-0.55187	-0.69379	
-132.74992	NaN	16967	15680	-0.78077	-0.89624	
-130.34933	NaN	16998	15714	-0.65258	-0.75839	
-127.94947	NaN	17031	15749	-0.52084	-0.61341	
-125.54977	NaN	17016	15728	-0.57984	-0.69836	
-123.14929	NaN	17007	15709	-0.61647	-0.77670	
-120.65491	NaN	17000	15685	-0.64495	-0.79044	
-118.34931	NaN	17005	15688	-0.62512	-0.86165	
-115.95110	NaN	17021	15695	-0.55950	-0.83520	
-113.54900	NaN	17000	15680	-0.64546	-0.89573	
-111.15120	NaN	17015	15695	-0.58696	-0.83367	
-108.74860	NaN	16971	15672	-0.76297	-0.92829	
-106.35087	NaN	16994	15705	-0.67191	-0.79552	
-103.94935	NaN	16980	15707	-0.72583	-0.78738	
-101.55050	NaN	16999	15728	-0.65004	-0.69938	
-99.14856	NaN	17019	15742	-0.56865	-0.64241	
-96.75002	NaN	16964	15691	-0.79145	-0.84893	
-94.25249	NaN	17012	15686	-0.75483	-0.87030	
-91.85403	NaN	17009	15716	-0.60986	-0.74923	
-89.45410	NaN	17028	15736	-0.53254	-0.66937	
-87.14915	NaN	17025	15748	-0.54424	-0.62054	
-84.75005	NaN	17006	15734	-0.62308	-0.67751	
-82.25352	NaN	16976	15726	-0.74364	-0.70905	
-79.85528	NaN	16977	15742	-0.73804	-0.64139	
-77.45290	NaN	16993	15777	-0.67497	-0.49998	
-75.05496	NaN	16955	15736	-0.82808	-0.66835	
-72.74861	NaN	16944	15719	-0.87386	-0.73499	
-70.35108	NaN	16951	15715	-0.84487	-0.75381	
-67.85309	NaN	16958	15714	-0.81638	-0.75890	
-65.45422	NaN	16980	15718	-0.72583	-0.74160	
-63.05301	NaN	16978	15727	-0.73499	-0.70345	
-60.65430	NaN	17008	15757	-0.61342	-0.58391	
-58.34924	NaN	17017	15761	-0.57883	-0.56509	
-55.94954	NaN	17019	15779	-0.56865	-0.49438	
-53.45375	NaN	16956	15720	-0.82706	-0.73143	
