141.90811	0.70463204	19732	18920	67.44248	67.19969	141.90094	0.40584165	19625	18811	64.97792	64.68324	
140.95786	0.71788466	19728	18930	67.36754	67.43606	140.95142	0.41145453	19633	18831	65.15952	65.15310	
140.00652	0.72227067	19818	19001	69.42854	69.07334	140.00081	0.41514349	19647	18832	65.49390	65.16751	
139.05473	0.74512285	19891	19078	71.11482	70.85762	139.05153	0.44261685	19809	18994	69.21524	68.92345	
138.10606	0.75305915	19891	19094	71.12347	71.20929	138.10170	0.44403675	19808	19008	69.19218	69.24628	
137.11789	0.75373781	19980	19163	73.16431	72.80621	137.15056	0.44238314	19860	19044	70.41149	70.05916	
136.20343	0.76816046	20018	19209	74.05500	73.86698	136.20137	0.45854944	19958	19144	72.66563	72.38248	
135.25572	0.77030259	20051	19250	74.79581	74.82687	135.25136	0.46220380	19959	19159	72.68581	72.72839	
134.30666	0.80655289	20130	19314	76.63199	76.28831	134.30170	0.48892465	20050	19233	74.77563	74.43484	
133.35257	0.78652191	20129	19320	76.59451	76.43532	133.35193	0.48927772	20094	19287	75.79028	75.67722	
132.40613	0.81686807	20155	19346	77.19696	77.02047	132.40117	0.49369094	20091	19283	75.71822	75.57056	
131.45647	0.84315813	20277	19462	80.01608	79.70987	131.45218	0.50769907	20215	19400	78.58634	78.27437	
130.50185	0.79604816	20273	19472	79.93536	79.94335	130.50172	0.50767314	20228	19426	78.88612	78.87970	
129.55649	0.85269433	20303	19490	80.61564	80.36132	129.55124	0.51406729	20207	19401	78.41338	78.29743	
128.60571	0.86652076	20426	19609	83.44917	83.09107	128.60262	0.52678245	20354	19541	81.80324	81.51721	
127.65285	0.84018409	20404	19613	82.94760	83.17755	127.65198	0.53565842	20352	19559	81.75423	81.94095	
126.70643	0.89295572	20478	19664	84.64830	84.35939	126.70089	0.53151995	20370	19559	82.16644	81.93518	
125.75547	0.88384455	20554	19740	86.40376	86.10620	125.75234	0.54094505	20487	19672	84.86737	84.55540	
124.80376	0.87907088	20527	19739	85.78113	86.09467	124.80186	0.55438894	20426	19638	83.46358	83.75694	
123.85593	0.92193651	20665	19852	88.95768	88.70912	123.85152	0.55609667	20541	19727	86.10109	85.81506	
122.90527	0.90905821	20652	19848	88.65790	88.60823	122.90295	0.57742137	20572	19765	86.81307	86.69424	
121.95435	0.91795874	20660	19868	88.84238	89.07232	121.95252	0.57924211	20513	19721	85.46982	85.68247	
121.00471	0.94010979	20784	19973	91.70184	91.48500	121.00200	0.58129776	20682	19872	89.35547	89.15015	
120.05530	0.93420106	20745	19952	90.81979	90.99785	120.05250	0.58272564	20656	19857	88.75878	88.82442	
119.10419	0.92963356	20791	19998	91.87479	92.07015	119.10213	0.58411860	20641	19847	88.40134	88.59382	
118.15291	0.95218587	20875	20063	93.80898	93.57483	118.15251	0.60300332	20780	19970	91.62690	91.42159	
117.20529	0.96167296	20857	20069	93.39389	93.70454	117.20232	0.59632891	20737	19954	90.62378	91.05550	
116.25542	0.97368085	20908	20107	94.57573	94.58948	116.25280	0.61652559	20798	19998	92.03622	92.06727	
115.26404	0.97150278	20943	20132	95.36554	95.15446	115.30300	0.62216598	20861	20050	93.48613	93.27505	
114.31747	0.99059093	20919	20139	94.81497	95.31588	114.35193	0.60729241	20801	20026	92.10828	92.71872	
113.40533	0.99642479	21022	20216	97.19018	97.09151	113.40381	0.63765746	20919	20118	94.81497	94.82873	
112.45046	0.96957213	20993	20191	96.53873	96.50925	112.45252	0.61600828	20934	20130	95.17529	95.09969	
111.50484	1.00027549	20972	20189	96.05158	96.46313	111.50233	0.62850648	20857	20079	93.39101	93.93803	
110.55489	1.02399695	21112	20304	99.27136	99.13235	110.55440	0.65271097	21009	20205	96.90769	96.83209	
109.56273	0.98278260	21057	20259	98.00305	98.08599	109.60237	0.62626183	21007	20212	96.85580	96.99063	
108.61696	1.02075541	21060	20273	98.07224	98.40595	108.65200	0.63489401	20946	20160	95.44625	95.79150	
107.66550	1.01337862	21176	20364	100.75587	100.50443	107.70347	0.63554281	21094	20285	98.84763	98.69132	
106.75107	0.99173534	21107	20323	99.14742	99.55608	106.75310	0.64738578	21039	20253	97.58797	97.95051	
105.80479	1.04442883	21178	20379	100.79910	100.84457	105.80273	0.65801954	21055	20261	97.95982	98.12346	
104.81561	1.03404748	21190	20377	101.06430	100.79845	104.85377	0.65812874	21138	20324	99.87958	99.59067	
103.86351	1.01608706	21132	20355	99.73257	100.28824	103.90381	0.66761637	21025	20249	97.25936	97.84386	
102.91544	1.04075480	21254	20454	102.55744	102.58850	102.95319	0.65986735	21171	20370	100.62327	100.64568	
101.96572	1.03940964	21227	20412	101.92617	101.61132	102.00378	0.65890050	21165	20352	100.49355	100.23636	
101.05217	1.02636182	21202	20423	101.35543	101.87363	101.05370	0.65889454	21054	20280	97.93675	98.55872	
