-221.04927	0.25269732	17584	16737	17.87931	17.87287	-221.47063	0.04254865	17453	16607	14.86707	14.89233	
-220.01529	0.25166273	17593	16749	18.09550	18.15535	-220.43700	0.04313618	17483	16636	15.55023	15.54955	
-218.98198	0.25565106	17624	16778	18.81037	18.83851	-219.40358	0.04195413	17512	16664	16.22762	16.20100	
-217.94884	0.26041335	17633	16782	19.01214	18.92499	-218.37036	0.04791332	17534	16684	16.72342	16.66797	
-216.91528	0.26952469	17653	16806	19.47911	19.46691	-217.33652	0.04222530	17556	16706	17.23651	17.16376	
-215.88181	0.26737994	17658	16810	19.58577	19.57644	-216.30351	0.05208584	17577	16727	17.71212	17.65668	
-214.84846	0.26373583	17684	16833	20.18245	20.08665	-215.27007	0.05006333	17599	16750	18.23098	18.18706	
-213.81509	0.27273211	17701	16852	20.57159	20.53921	-214.23698	0.06507935	17610	16761	18.48464	18.42631	
-212.78163	0.27129215	17716	16867	20.91461	20.88511	-213.20374	0.07278083	17637	16789	19.11303	19.08065	
-211.74834	0.28218374	17738	16887	21.44212	21.34920	-212.17041	0.07202537	17645	16794	19.28310	19.20748	
-210.71497	0.28479379	17775	16924	22.29535	22.19954	-211.13699	0.07237116	17665	16813	19.75584	19.64274	
-209.68170	0.29524511	17802	16950	22.91509	22.80199	-210.10338	0.07382533	17690	16838	20.32081	20.20771	
-208.64833	0.30197021	17826	16975	23.46853	23.37561	-209.07040	0.08341607	17711	16859	20.79931	20.69486	
-207.61513	0.30488986	17865	17015	24.36500	24.28361	-208.03705	0.07696299	17743	16891	21.54300	21.42414	
-206.58189	0.30983663	17884	17035	24.78873	24.75058	-207.00359	0.08646151	17758	16906	21.88602	21.78158	
-205.54808	0.30151251	17907	17056	25.32488	25.24926	-205.97063	0.09981621	17795	16946	22.73925	22.70687	
-204.51538	0.31743869	17916	17068	25.54684	25.52598	-204.93774	0.10790141	17825	16972	23.43106	23.30643	
-203.48161	0.31067097	17927	17082	25.79185	25.84018	-203.90372	0.10331991	17850	16997	24.00757	23.88006	
-202.44803	0.31230536	17937	17087	26.02245	25.95259	-202.87045	0.10660443	17867	17019	24.41400	24.38162	
-201.41512	0.32057774	17932	17084	25.90427	25.88918	-201.83763	0.11675292	17896	17044	25.08275	24.95812	
-200.38196	0.33343086	17951	17105	26.34818	26.36480	-200.80338	0.09906659	17907	17057	25.33641	25.25502	
-199.34770	0.32180026	17962	17114	26.59031	26.56657	-199.77025	0.10919541	17912	17063	25.44307	25.40203	
-198.31447	0.32259104	17992	17146	27.27924	27.32468	-198.73744	0.12324518	17920	17072	25.63331	25.61246	
-197.28163	0.33701977	18020	17174	27.94510	27.95595	-197.70386	0.11974843	17929	17077	25.83797	25.72776	
-196.24762	0.33009404	18048	17202	28.57637	28.60164	-196.67021	0.12003285	17945	17096	26.20405	26.16014	
-195.21494	0.34348381	18070	17225	29.07793	29.13779	-195.63721	0.12531559	17949	17101	26.29630	26.28408	
-194.18159	0.34239709	18100	17255	29.76974	29.82095	-194.60396	0.12962450	17966	17117	26.69697	26.63864	
-193.14819	0.35695830	18111	17265	30.02629	30.04867	-193.57033	0.12661022	17981	17131	27.03134	26.96148	
-192.11511	0.35648736	18121	17272	30.25689	30.21585	-192.53725	0.13217731	17992	17148	27.29942	27.36792	
-191.08186	0.35926169	18136	17291	30.60279	30.65976	-191.50394	0.13261890	18023	17175	28.00563	27.99342	
-190.04811	0.35905597	18142	17297	30.75845	30.79524	-190.47047	0.13733509	18034	17185	28.26506	28.22114	
-189.01453	0.35338879	18145	17299	30.81322	30.84713	-189.43735	0.14453387	18064	17217	28.94534	28.95619	
-187.98169	0.36360425	18150	17306	30.92852	30.99990	-188.40416	0.14712434	18081	17233	29.34024	29.32227	
-186.94772	0.35695755	18172	17325	31.43008	31.43805	-187.37051	0.14256293	18094	17246	29.64579	29.62494	
-185.91460	0.36603403	18172	17328	31.45026	31.52164	-186.33748	0.15631707	18114	17266	30.10411	30.08326	
-184.88130	0.36358249	18190	17344	31.84516	31.87907	-185.30411	0.15190971	18117	17270	30.16177	30.17838	
-183.84807	0.37294811	18197	17352	32.02100	32.07508	-184.27063	0.14741172	18133	17288	30.54802	30.57905	
-182.81451	0.36841282	18220	17377	32.55715	32.64294	-183.23734	0.16017272	18127	17276	30.39237	30.30809	
-181.78119	0.37400445	18240	17393	33.01259	33.01191	-182.20413	0.15952662	18149	17303	30.91987	30.93360	
-180.74829	0.38600862	18254	17410	33.32390	33.39240	-181.17107	0.16113013	18152	17305	30.97176	30.98549	
-179.71468	0.38244304	18275	17431	33.81969	33.89108	-180.13708	0.15451610	18163	17312	31.23983	31.14979	
-178.68120	0.37959588	18270	17423	33.70728	33.70948	-179.10410	0.16285411	18166	17320	31.30613	31.31698	
-177.64812	0.38539517	18285	17441	34.05318	34.11015	-178.07097	0.16214220	18174	17326	31.48773	31.47552	
-176.61507	0.39532810	18289	17446	34.14254	34.23122	-177.03723	0.15946238	18188	17338	31.80481	31.74648	
-175.58087	0.37842348	18282	17437	33.97535	34.02079	-176.00388	0.16467109	18185	17337	31.74716	31.71189	
-174.54800	0.39022771	18300	17457	34.38179	34.48776	-174.97142	0.17794521	18188	17342	31.80481	31.84160	
-173.51474	0.38966173	18299	17457	34.37891	34.48776	-173.93756	0.17149714	18202	17356	32.13630	32.16444	
